filename,folder,label,brightness_mean,brightness_std,brightness_max,brightness_min,brightness_p95,block_mean_var,block_mean_max,block_mean_min,block_top3_mean,bright_block_count,bright_pixel_ratio,connected_component_count,largest_component_area,largest_component_ratio,sobel_mean,laplacian_var,rgb_r_mean,rgb_g_mean,rgb_b_mean,rgb_r_p95,rgb_red_ratio_mean,red_over_green_mean,red_over_blue_mean,red_dominance_mean,bright_red_pixel_ratio,bright_red_mean_dominance,bright_red_mean_intensity,bright_red_component_count,bright_red_largest_component_ratio
110,light,1,93.73939514160156,25.053775787353516,251.0,51.0,135.0,487.9964904785156,161.56161499023438,61.108585357666016,138.58282470703125,0.0,0.009287308673469387,83.0,125.0,0.0024912308673469387,32.019081115722656,664.00927734375,65.453125,105.40660858154297,107.7811508178711,124.0,0.22492967545986176,-39.95348358154297,-42.328025817871094,-42.414161682128906,1.992984693877551e-05,32.0,245.0,1.0,1.992984693877551e-05
111,light,1,93.93213653564453,31.355709075927734,251.0,37.0,149.0,811.3984375,175.62716674804688,52.610538482666016,145.88905334472656,0.0,0.014050542091836735,88.0,492.0,0.00980548469387755,31.38829231262207,792.3521118164062,76.78677368164062,100.64192199707031,104.50352478027344,142.0,0.2618023753166199,-23.85515022277832,-27.71675682067871,-27.780075073242188,0.0,0.0,0.0,0.0,0.0
112,light,1,103.3202133178711,24.427717208862305,252.0,46.0,140.0,478.7285461425781,160.0755615234375,59.59659194946289,143.44032287597656,0.0,0.007892219387755101,67.0,156.0,0.0031090561224489796,26.48642349243164,451.1163635253906,71.41802978515625,116.56700134277344,118.81481170654297,125.0,0.223118394613266,-45.14897537231445,-47.39678192138672,-47.464324951171875,3.985969387755102e-05,49.5,239.0,2.0,1.992984693877551e-05
113,light,1,108.33627319335938,21.910001754760742,246.0,60.0,141.0,402.1014709472656,151.08030700683594,71.27111053466797,141.38011169433594,0.0,0.0029894770408163264,52.0,17.0,0.00033880739795918367,27.359603881835938,364.84716796875,79.8730239868164,120.0089111328125,122.97967529296875,124.0,0.24060514569282532,-40.13588333129883,-43.10664367675781,-43.163482666015625,3.985969387755102e-05,30.5,236.0,2.0,1.992984693877551e-05
114,light,1,95.4638900756836,28.354774475097656,250.0,47.0,148.0,651.6156005859375,171.3954620361328,58.86172866821289,147.28517150878906,0.0,0.014269770408163265,87.0,433.0,0.008629623724489796,35.13734436035156,718.7083740234375,71.81182098388672,105.01006317138672,108.5059814453125,140.0,0.2414153814315796,-33.1982421875,-36.694156646728516,-36.695892333984375,1.992984693877551e-05,33.0,231.0,1.0,1.992984693877551e-05
115,light,1,98.2540054321289,29.43441390991211,254.0,44.0,152.0,710.8615112304688,168.75506591796875,57.00361633300781,152.72593688964844,0.0,0.01650191326530612,96.0,527.0,0.010503029336734694,32.09230422973633,647.2860107421875,72.90290069580078,108.61890411376953,111.66918182373047,141.0,0.23814259469509125,-35.715999603271484,-38.76628112792969,-38.77174377441406,1.992984693877551e-05,36.0,229.0,1.0,1.992984693877551e-05
116,light,1,83.88456726074219,36.62324905395508,254.0,32.0,170.0,983.1011962890625,166.23333740234375,47.1402473449707,150.00843811035156,0.0,0.026347257653061226,164.0,893.0,0.01779735331632653,36.568119049072266,1294.44970703125,64.60738372802734,91.56371307373047,95.12137603759766,166.0,0.24212004244327545,-26.95633316040039,-30.51399040222168,-30.524951934814453,0.0,0.0,0.0,0.0,0.0
117,light,1,119.0692367553711,25.717336654663086,248.0,58.0,163.0,563.9512329101562,178.3871612548828,75.86105346679688,163.8954620361328,0.0,0.012954400510204082,82.0,341.0,0.006796077806122449,28.56487464904785,406.8353271484375,91.1533203125,130.4449005126953,133.80722045898438,151.0,0.24880096316337585,-39.29157257080078,-42.653900146484375,-42.65658950805664,0.0,0.0,0.0,0.0,0.0
118,light,1,118.29065704345703,27.521909713745117,249.0,55.0,166.0,654.2566528320312,177.0582733154297,70.12809753417969,164.63917541503906,0.0,0.013970822704081632,100.0,315.0,0.006277901785714286,29.029531478881836,435.3318786621094,93.55682373046875,128.3430938720703,131.6680450439453,155.0,0.25696274638175964,-34.78627395629883,-38.111228942871094,-38.11423873901367,5.978954081632653e-05,46.33333206176758,241.3333282470703,3.0,1.992984693877551e-05
119,light,1,117.94393920898438,27.64504051208496,242.0,56.0,168.0,657.9188842773438,177.81826782226562,70.3125,165.16476440429688,0.0,0.014170121173469387,100.0,261.0,0.0052016900510204085,29.329086303710938,420.187744140625,93.04135131835938,128.0562286376953,131.42628479003906,158.0,0.25619980692863464,-35.01486587524414,-38.384925842285156,-38.387516021728516,7.971938775510203e-05,40.75,240.25,4.0,1.992984693877551e-05
120,light,1,91.9109115600586,28.302906036376953,254.0,51.0,145.0,623.29052734375,166.6191864013672,60.404937744140625,144.66888427734375,0.0,0.016800860969387755,94.0,559.0,0.01114078443877551,33.16977310180664,811.9544067382812,68.01335144042969,101.5342025756836,105.18402862548828,136.0,0.23752430081367493,-33.52084732055664,-37.17068099975586,-37.1743049621582,5.978954081632653e-05,35.66666793823242,232.3333282470703,3.0,1.992984693877551e-05
121,light,1,91.17255401611328,24.659996032714844,250.0,53.0,137.0,478.57159423828125,158.5126190185547,61.62864303588867,137.09666442871094,0.0,0.007732780612244898,96.0,49.0,0.0009765625,30.437686920166016,692.4057006835938,66.20577239990234,101.3124008178711,104.71946716308594,127.0,0.23437437415122986,-35.106624603271484,-38.51369094848633,-38.516719818115234,0.0,0.0,0.0,0.0,0.0
122,light,1,103.01861572265625,26.887130737304688,255.0,60.0,161.0,606.1713256835938,167.48741149902344,71.3285140991211,154.40692138671875,0.0,0.006596779336734694,122.0,37.0,0.0007374043367346938,20.93378257751465,618.0211181640625,75.94196319580078,114.51299285888672,114.63504791259766,153.0,0.23970705270767212,-38.57102966308594,-38.69308090209961,-39.33860778808594,1.992984693877551e-05,52.0,237.0,1.0,1.992984693877551e-05
123,light,1,93.71791076660156,26.56402587890625,255.0,53.0,148.0,526.9677124023438,160.35951232910156,64.58109283447266,144.2750701904297,0.0,0.010363520408163265,94.0,143.0,0.002849968112244898,23.029970169067383,890.8939819335938,63.664520263671875,106.77330017089844,105.02008819580078,139.0,0.22012563049793243,-43.1087760925293,-41.355567932128906,-43.5150260925293,3.985969387755102e-05,42.5,238.0,1.0,3.985969387755102e-05
124,light,1,96.19280242919922,24.3625545501709,255.0,49.0,139.0,457.8984069824219,155.69444274902344,68.26667022705078,140.90814208984375,0.0,0.009107940051020409,83.0,103.0,0.0020527742346938774,20.997446060180664,646.0735473632812,64.14527130126953,110.09976959228516,108.53997802734375,123.0,0.2177211344242096,-45.954498291015625,-44.394710540771484,-46.494537353515625,0.0,0.0,0.0,0.0,0.0
125,light,1,94.7253646850586,26.018203735351562,253.0,55.0,153.0,516.1310424804688,162.21263122558594,70.5595932006836,146.8848419189453,0.0,0.009426817602040817,111.0,129.0,0.002570950255102041,23.162988662719727,989.4498291015625,63.682376861572266,108.1925048828125,106.58226776123047,143.0,0.21784299612045288,-44.51012420654297,-42.8998908996582,-45.34550476074219,1.992984693877551e-05,30.0,245.0,1.0,1.992984693877551e-05
126,light,1,91.2158203125,30.756404876708984,255.0,51.0,161.0,734.9110107421875,172.67950439453125,59.91313171386719,150.6595916748047,0.0,0.015126753826530613,131.0,261.0,0.0052016900510204085,26.58544158935547,1167.5396728515625,64.23899841308594,102.82080841064453,102.13961029052734,155.0,0.22440898418426514,-38.58181381225586,-37.90060806274414,-39.096221923828125,0.0,0.0,0.0,0.0,0.0
127,light,1,91.02883911132812,27.775033950805664,254.0,45.0,147.0,592.389892578125,158.6345672607422,62.1363639831543,140.6347198486328,0.0,0.00843032525510204,120.0,71.0,0.0014150191326530613,24.097238540649414,928.3455200195312,64.2414321899414,102.48409271240234,102.22808074951172,138.0,0.22681130468845367,-38.2426643371582,-37.98664855957031,-38.83990478515625,3.985969387755102e-05,40.0,234.5,2.0,1.992984693877551e-05
128,light,1,108.81269836425781,23.289358139038086,247.0,64.0,140.0,430.5350646972656,163.59866333007812,78.90858459472656,149.4044952392578,0.0,0.012775031887755101,59.0,491.0,0.009785554846938776,19.45891761779785,437.0370788574219,83.33324432373047,119.03302001953125,123.2089614868164,127.0,0.25017812848091125,-35.69977569580078,-39.87571716308594,-39.876773834228516,0.0,0.0,0.0,0.0,0.0
129,light,1,110.52961730957031,19.683135986328125,247.0,68.0,138.0,328.8006591796875,150.14024353027344,78.37222290039062,139.0902099609375,0.0,0.002311862244897959,43.0,24.0,0.00047831632653061223,16.921493530273438,257.6751708984375,85.47740173339844,120.6864013671875,124.25625610351562,122.0,0.2541187107563019,-35.20900344848633,-38.77885818481445,-38.7807502746582,3.985969387755102e-05,33.5,245.5,2.0,1.992984693877551e-05
130,light,1,115.39815521240234,25.23579216003418,247.0,65.0,154.0,512.5462036132812,177.62025451660156,78.35691833496094,157.42237854003906,0.0,0.015864158163265307,74.0,497.0,0.009905133928571428,20.58987808227539,409.8094177246094,91.38235473632812,125.0468521118164,129.03465270996094,142.0,0.2584976553916931,-33.66450119018555,-37.652305603027344,-37.653419494628906,5.978954081632653e-05,46.0,240.0,2.0,3.985969387755102e-05
131,light,1,113.8436279296875,23.02290916442871,248.0,66.0,147.0,428.0746154785156,166.90765380859375,78.17613983154297,150.01547241210938,0.0,0.00940688775510204,72.0,312.0,0.006218112244897959,19.62891387939453,343.7777404785156,89.43580627441406,123.6512680053711,127.64989471435547,133.0,0.25702741742134094,-34.21546173095703,-38.21408462524414,-38.215301513671875,3.985969387755102e-05,51.5,238.0,1.0,3.985969387755102e-05
132,light,1,110.9941177368164,20.96240997314453,245.0,65.0,142.0,360.9106140136719,157.282470703125,77.02066040039062,143.22914123535156,0.0,0.00448421556122449,52.0,49.0,0.0009765625,18.642593383789062,320.15386962890625,86.51102447509766,120.88016510009766,124.60686492919922,127.0,0.2555793523788452,-34.369140625,-38.09584426879883,-38.09745788574219,5.978954081632653e-05,46.0,239.0,3.0,1.992984693877551e-05
133,light,1,107.5897216796875,17.14203643798828,242.0,63.0,136.0,246.62229919433594,138.0074005126953,76.9419174194336,134.15045166015625,0.0,0.0011559311224489796,23.0,11.0,0.0002192283163265306,15.460222244262695,214.62615966796875,82.1824951171875,118.01586151123047,120.6991195678711,120.0,0.25235071778297424,-35.83336639404297,-38.51662063598633,-38.52311706542969,1.992984693877551e-05,37.0,248.0,1.0,1.992984693877551e-05
134,light,1,102.55572509765625,22.14687728881836,255.0,55.0,135.0,375.8505859375,155.7545623779297,70.0423583984375,138.25975036621094,0.0,0.00763313137755102,50.0,269.0,0.005361128826530612,18.16067123413086,371.14105224609375,77.20098876953125,112.87727355957031,116.2138442993164,119.0,0.2465263456106186,-35.6762809753418,-39.012855529785156,-39.0141716003418,1.992984693877551e-05,42.0,247.0,1.0,1.992984693877551e-05
135,light,1,107.14830017089844,23.648317337036133,255.0,58.0,142.0,426.9997253417969,163.934326171875,72.86053466796875,145.73036193847656,0.0,0.01175860969387755,58.0,431.0,0.008589764030612245,18.725427627563477,419.22308349609375,81.27477264404297,117.68731689453125,120.9277114868164,125.0,0.248300239443779,-36.41254806518555,-39.6529426574707,-39.65610885620117,3.985969387755102e-05,30.5,235.5,1.0,3.985969387755102e-05
136,light,1,105.14492797851562,21.80815887451172,250.0,57.0,138.0,366.48828125,152.69679260253906,71.23915100097656,139.03770446777344,0.0,0.007035235969387755,62.0,166.0,0.003308354591836735,18.544452667236328,416.999755859375,78.65826416015625,115.90983581542969,119.30420684814453,121.0,0.2453426867723465,-37.2515754699707,-40.64594650268555,-40.64772033691406,0.0,0.0,0.0,0.0,0.0
137,light,1,103.91609191894531,21.99789047241211,252.0,55.0,138.0,373.2193603515625,152.95506286621094,70.86414337158203,139.0223846435547,0.0,0.006158322704081632,67.0,87.0,0.0017338966836734694,20.03829574584961,495.97412109375,78.11690521240234,114.4608383178711,117.57579040527344,121.0,0.24650788307189941,-36.343929290771484,-39.458885192871094,-39.46079635620117,1.992984693877551e-05,32.0,224.0,1.0,1.992984693877551e-05
138,light,1,102.83238983154297,21.610092163085938,250.0,56.0,137.0,361.2052307128906,150.19851684570312,70.73131561279297,137.16346740722656,0.0,0.005301339285714286,71.0,97.0,0.0019331951530612245,20.624805450439453,540.9500732421875,77.60205841064453,113.11742401123047,116.34839630126953,121.0,0.24739953875541687,-35.51536560058594,-38.746334075927734,-38.748207092285156,3.985969387755102e-05,45.0,235.5,2.0,1.992984693877551e-05
139,light,1,108.52760314941406,24.29877471923828,239.0,63.0,150.0,471.8587646484375,162.51869201660156,74.25505065917969,151.58253479003906,0.0,0.009008290816326531,114.0,87.0,0.0017338966836734694,20.451187133789062,464.04791259765625,85.67018127441406,117.72098541259766,121.23814392089844,139.0,0.25842878222465515,-32.05080032348633,-35.567962646484375,-35.56925582885742,3.985969387755102e-05,42.0,241.5,2.0,1.992984693877551e-05
140,light,1,108.05835723876953,23.77239990234375,225.0,63.0,149.0,484.1788330078125,169.68080139160156,74.89826965332031,151.6410675048828,0.0,0.00390625,83.0,29.0,0.0005779655612244898,18.16206169128418,289.87933349609375,84.96549987792969,117.3338623046875,121.03987884521484,139.0,0.2572987675666809,-32.36836242675781,-36.074378967285156,-36.07549285888672,1.992984693877551e-05,48.0,239.0,1.0,1.992984693877551e-05
141,light,1,105.19212341308594,20.000017166137695,238.0,63.0,135.0,323.4706115722656,151.97879028320312,76.04839324951172,139.13014221191406,0.0,0.0016741071428571428,42.0,7.0,0.00013950892857142856,16.936559677124023,262.4460144042969,81.33802795410156,114.84295654296875,118.33063507080078,120.0,0.25431492924690247,-33.504920959472656,-36.99260711669922,-36.99392318725586,1.992984693877551e-05,49.0,240.0,1.0,1.992984693877551e-05
142,light,1,125.373046875,36.922481536865234,243.0,63.0,184.0,1152.399169921875,187.5609893798828,76.174072265625,177.4610595703125,0.0,0.023776307397959183,99.0,1009.0,0.02010921556122449,23.267189025878906,458.6829833984375,106.86383819580078,132.6822052001953,136.40867614746094,175.0,0.2757602035999298,-25.818359375,-29.544841766357422,-29.57035255432129,0.0,0.0,0.0,0.0,0.0
143,light,1,105.36377716064453,19.75676918029785,229.0,64.0,133.0,284.50628662109375,153.38067626953125,77.85454559326172,136.59608459472656,0.0,0.0057597257653061226,65.0,153.0,0.003049266581632653,18.684419631958008,386.4595947265625,80.85335540771484,115.38217163085938,118.25316619873047,117.0,0.25351935625076294,-34.5288200378418,-37.399810791015625,-37.41035461425781,1.992984693877551e-05,34.0,227.0,1.0,1.992984693877551e-05
144,light,1,111.49652862548828,23.861095428466797,242.0,69.0,162.0,440.2545166015625,170.47703552246094,82.22675323486328,156.76954650878906,0.0,0.017139668367346938,88.0,687.0,0.013691804846938776,20.976694107055664,527.69091796875,86.64239501953125,121.6982192993164,124.2353515625,152.0,0.2554907202720642,-35.055824279785156,-37.592952728271484,-37.60861587524414,0.0,0.0,0.0,0.0,0.0
145,light,1,110.5401382446289,21.333478927612305,234.0,69.0,150.0,341.4707946777344,159.55506896972656,84.11002349853516,149.6237030029297,0.0,0.011080994897959183,72.0,334.0,0.00665656887755102,19.151023864746094,404.06024169921875,85.34257507324219,120.88153839111328,123.45755004882812,139.0,0.2545699179172516,-35.538963317871094,-38.11497497558594,-38.1313362121582,3.985969387755102e-05,49.5,244.5,1.0,3.985969387755102e-05
146,light,1,109.74164581298828,19.129167556762695,239.0,66.0,141.0,253.60597229003906,150.05926513671875,83.71746063232422,141.8153076171875,0.0,0.005899234693877551,64.0,107.0,0.0021324936224489796,16.503244400024414,279.6915283203125,84.26945495605469,120.26219940185547,122.54924774169922,127.0,0.25406762957572937,-35.99274444580078,-38.2797966003418,-38.32270431518555,1.992984693877551e-05,33.0,242.0,1.0,1.992984693877551e-05
147,light,1,110.7607192993164,20.72739028930664,234.0,69.0,146.0,291.31854248046875,155.73876953125,83.70919799804688,147.09580993652344,0.0,0.012794961734693877,68.0,500.0,0.009964923469387755,16.370040893554688,303.02044677734375,85.19882202148438,121.30327606201172,123.61451721191406,134.0,0.2540682256221771,-36.104454040527344,-38.41569519042969,-38.44816207885742,0.0,0.0,0.0,0.0,0.0
148,light,1,99.61058807373047,10.777284622192383,240.0,66.0,114.0,69.70848846435547,111.8535385131836,78.16262817382812,110.07831573486328,0.0,0.0004384566326530612,13.0,4.0,7.971938775510203e-05,14.888233184814453,218.6360626220703,73.76568603515625,110.46845245361328,111.7685317993164,92.0,0.2480628937482834,-36.70276641845703,-38.00284957885742,-38.1455078125,5.978954081632653e-05,36.66666793823242,238.6666717529297,2.0,3.985969387755102e-05
149,light,1,105.50366973876953,20.512714385986328,252.0,67.0,132.0,255.79275512695312,147.85252380371094,78.84596252441406,138.15008544921875,0.0,0.012476084183673469,74.0,390.0,0.007772640306122449,20.84881591796875,458.3432312011719,78.62101745605469,116.52154541015625,119.32573699951172,115.0,0.24623647332191467,-37.90053176879883,-40.70471954345703,-40.711097717285156,0.0,0.0,0.0,0.0,0.0
150,light,1,104.62844848632812,22.02061653137207,248.0,64.0,132.0,313.9771728515625,163.5692138671875,77.1697006225586,141.14041137695312,0.0,0.01692044005102041,46.0,689.0,0.013731664540816327,20.756786346435547,441.4268493652344,77.7303466796875,115.66577911376953,118.365234375,115.0,0.24511387944221497,-37.935428619384766,-40.634883880615234,-40.646324157714844,1.992984693877551e-05,39.0,239.0,1.0,1.992984693877551e-05
151,light,1,106.22151947021484,14.682172775268555,236.0,72.0,126.0,150.69735717773438,139.1160430908203,85.16063690185547,127.68807220458984,0.0,0.0010363520408163266,27.0,9.0,0.0001793686224489796,17.753982543945312,297.8282165527344,80.78565216064453,116.69766235351562,119.07369995117188,110.0,0.2526099681854248,-35.912010192871094,-38.288047790527344,-38.30309295654297,7.971938775510203e-05,38.5,237.5,3.0,3.985969387755102e-05
152,light,1,105.91661071777344,13.751976013183594,236.0,73.0,124.0,133.57455444335938,134.97036743164062,85.68801879882812,125.87621307373047,0.0,0.0005381058673469387,19.0,4.0,7.971938775510203e-05,16.81635856628418,263.3642883300781,80.62171173095703,116.39276123046875,118.47434997558594,108.0,0.2532200515270233,-35.77104568481445,-37.852638244628906,-37.89361572265625,3.985969387755102e-05,52.0,241.5,2.0,1.992984693877551e-05
153,light,1,109.19867706298828,15.975218772888184,225.0,76.0,133.0,192.03604125976562,145.23011779785156,86.38030242919922,134.52891540527344,0.0,0.0013153698979591836,29.0,12.0,0.00023915816326530612,16.92176628112793,245.98529052734375,84.6737060546875,119.38972473144531,121.23493194580078,120.0,0.25741738080978394,-34.71601867675781,-36.56122589111328,-36.61381912231445,7.971938775510203e-05,54.75,239.25,3.0,3.985969387755102e-05
154,light,1,110.23690795898438,19.43553924560547,238.0,71.0,146.0,304.4325256347656,158.80197143554688,83.02427673339844,145.08444213867188,0.0,0.0013352997448979591,41.0,6.0,0.00011957908163265306,17.459732055664062,256.2430114746094,86.70156860351562,120.02347564697266,121.77447509765625,136.0,0.25994470715522766,-33.32190704345703,-35.07290267944336,-35.13249206542969,3.985969387755102e-05,36.0,238.0,2.0,1.992984693877551e-05
155,light,1,111.05645751953125,19.16404914855957,236.0,71.0,146.0,299.0003967285156,158.79110717773438,83.36053466796875,144.49481201171875,0.0,0.001016422193877551,25.0,8.0,0.00015943877551020407,17.22100257873535,237.46563720703125,88.07896423339844,120.61786651611328,122.22911071777344,136.0,0.2623123228549957,-32.538902282714844,-34.150150299072266,-34.20814895629883,0.0,0.0,0.0,0.0,0.0
156,light,1,109.7178726196289,15.879778861999512,248.0,70.0,136.0,205.40882873535156,145.24000549316406,85.28636169433594,135.15704345703125,0.0,5.978954081632653e-05,1.0,3.0,5.978954081632653e-05,15.671043395996094,169.1729278564453,86.45449829101562,119.42398834228516,120.87872314453125,124.0,0.26171594858169556,-32.969486236572266,-34.424224853515625,-34.49119186401367,0.0,0.0,0.0,0.0,0.0
157,light,1,112.04270935058594,26.57408905029297,252.0,66.0,154.0,605.6158447265625,195.46009826660156,77.51414489746094,162.47047424316406,0.0,0.02166374362244898,63.0,910.0,0.018136160714285716,22.39150619506836,464.0086364746094,82.16266632080078,124.18099975585938,127.89417266845703,141.0,0.23793154954910278,-42.01833724975586,-45.73150634765625,-45.73271942138672,5.978954081632653e-05,45.0,234.0,3.0,1.992984693877551e-05
158,light,1,113.5302734375,29.376245498657227,253.0,63.0,168.0,771.4169311523438,211.09646606445312,75.73737335205078,171.42724609375,1.0,0.029456313775510203,79.0,1272.0,0.025350765306122448,23.191699981689453,479.3575744628906,84.13851165771484,125.4728775024414,129.09210205078125,157.0,0.2395293414592743,-41.3343620300293,-44.953582763671875,-44.95543670654297,5.978954081632653e-05,38.33333206176758,236.3333282470703,3.0,1.992984693877551e-05
159,light,1,105.57946014404297,17.54323959350586,253.0,75.0,125.0,221.20115661621094,158.53977966308594,85.64740753173828,133.55670166015625,0.0,0.007932079081632654,39.0,298.0,0.005939094387755102,17.608732223510742,337.59765625,67.91703033447266,121.41510009765625,122.93331146240234,97.0,0.21319763362407684,-53.49806594848633,-55.01628112792969,-55.298587799072266,3.985969387755102e-05,45.5,238.5,2.0,1.992984693877551e-05
160,light,1,106.43791961669922,26.208221435546875,255.0,70.0,141.0,581.85498046875,202.27777099609375,80.17373657226562,155.4351806640625,1.0,0.02361686862244898,62.0,1022.0,0.020368303571428572,20.717693328857422,517.507080078125,71.24730682373047,121.17542266845703,122.98773956298828,124.0,0.2178092747926712,-49.9281120300293,-51.74043273925781,-51.843292236328125,0.0,0.0,0.0,0.0,0.0
161,light,1,105.38721466064453,17.680570602416992,254.0,66.0,131.0,250.9277801513672,155.4075469970703,79.97676849365234,135.3296356201172,0.0,0.00390625,50.0,94.0,0.0018734056122448979,18.305343627929688,317.6630554199219,69.14253997802734,120.54926300048828,122.52666473388672,109.0,0.21675927937030792,-51.4067268371582,-53.38412857055664,-53.495018005371094,3.985969387755102e-05,36.0,236.0,2.0,1.992984693877551e-05
162,light,1,102.98323822021484,16.0242919921875,252.0,67.0,126.0,201.32940673828125,145.59658813476562,78.10909271240234,129.17327880859375,0.0,0.002570950255102041,38.0,36.0,0.0007174744897959184,17.522310256958008,277.7978210449219,66.81867980957031,118.10034942626953,120.1719741821289,102.0,0.21500350534915924,-51.28166961669922,-53.35329818725586,-53.47004699707031,1.992984693877551e-05,39.0,229.0,1.0,1.992984693877551e-05
163,light,1,105.4823226928711,27.182605743408203,255.0,55.0,145.0,624.5313720703125,179.0044403076172,62.28202438354492,153.6260223388672,0.0,0.014150191326530613,54.0,536.0,0.010682397959183673,21.108278274536133,366.8526306152344,73.32653045654297,118.80253601074219,121.32969665527344,125.0,0.2255285382270813,-45.47600555419922,-48.003170013427734,-48.13225555419922,1.992984693877551e-05,58.0,244.0,1.0,1.992984693877551e-05
164,light,1,106.98676300048828,26.32971954345703,255.0,56.0,147.0,589.2578735351562,175.3520965576172,63.84917449951172,153.64739990234375,0.0,0.012017697704081632,51.0,501.0,0.009984853316326531,20.799301147460938,355.9180603027344,74.14445495605469,120.59733581542969,123.13099670410156,125.0,0.2252579927444458,-46.452884674072266,-48.98654556274414,-49.11977767944336,0.0,0.0,0.0,0.0,0.0
165,light,1,105.31745910644531,24.950321197509766,255.0,55.0,144.0,530.4943237304688,167.673583984375,63.14049530029297,149.1042022705078,0.0,0.008689413265306123,55.0,268.0,0.005341198979591837,20.009653091430664,342.82373046875,72.1561508178711,119.04962158203125,121.67669677734375,121.0,0.2231210172176361,-46.89347457885742,-49.520545959472656,-49.64118194580078,1.992984693877551e-05,46.0,245.0,1.0,1.992984693877551e-05
166,light,1,106.46209716796875,24.258211135864258,255.0,55.0,144.0,502.63671875,165.8977813720703,64.06095123291016,148.33546447753906,0.0,0.007653061224489796,55.0,255.0,0.005082110969387755,19.59334373474121,355.6316833496094,72.82722473144531,120.42649841308594,122.88201904296875,121.0,0.2231065332889557,-47.59926986694336,-50.054786682128906,-50.19204330444336,3.985969387755102e-05,44.0,239.5,2.0,1.992984693877551e-05
167,light,1,106.27593231201172,24.020360946655273,255.0,56.0,141.0,486.21484375,172.22171020507812,64.81262969970703,147.52146911621094,0.0,0.010283801020408163,55.0,409.0,0.008151307397959183,20.10527229309082,400.0287780761719,73.02613067626953,120.05928802490234,122.71520233154297,123.0,0.22366368770599365,-47.033164978027344,-49.6890754699707,-49.77545166015625,0.0,0.0,0.0,0.0,0.0
168,light,1,104.77718353271484,24.921772003173828,254.0,54.0,140.0,514.9766845703125,177.6752471923828,64.198486328125,149.05201721191406,0.0,0.012575733418367346,42.0,540.0,0.010762117346938776,20.44309425354004,423.303466796875,72.46034240722656,118.11820220947266,121.04065704345703,123.0,0.22438515722751617,-45.65786361694336,-48.580318450927734,-48.60574722290039,0.0,0.0,0.0,0.0,0.0
169,light,1,104.69766235351562,26.917360305786133,255.0,55.0,144.0,602.7302856445312,189.40353393554688,64.7565689086914,155.18373107910156,0.0,0.019411670918367346,41.0,875.0,0.017438616071428572,20.493728637695312,442.54962158203125,72.54263305664062,117.95751190185547,120.97544860839844,126.0,0.22390435636043549,-45.414878845214844,-48.43281555175781,-48.44084930419922,0.0,0.0,0.0,0.0,0.0
170,light,1,103.6982421875,25.929546356201172,255.0,55.0,140.0,547.4684448242188,180.41969299316406,64.20504760742188,151.62989807128906,0.0,0.016940369897959183,53.0,737.0,0.01468829719387755,20.538602828979492,503.7442932128906,71.24854278564453,117.09423065185547,120.0242919921875,122.0,0.22240111231803894,-45.84568405151367,-48.77574920654297,-48.79749298095703,0.0,0.0,0.0,0.0,0.0
171,light,1,103.97128295898438,26.616409301757812,253.0,54.0,142.0,567.578369140625,180.0272674560547,64.32323455810547,152.84593200683594,0.0,0.019292091836734693,67.0,805.0,0.016043526785714284,21.009397506713867,559.4510498046875,71.50041961669922,117.38685607910156,120.18387603759766,125.0,0.22225810587406158,-45.88644027709961,-48.68345260620117,-48.70930480957031,1.992984693877551e-05,45.0,241.0,1.0,1.992984693877551e-05
172,light,1,105.12786865234375,26.096988677978516,255.0,61.0,145.0,597.9182739257812,189.02685546875,70.17728424072266,153.531005859375,0.0,0.015465561224489796,34.0,716.0,0.014269770408163265,19.10272979736328,338.80316162109375,71.69369506835938,119.0613021850586,121.23403930664062,125.0,0.2217870056629181,-47.36760711669922,-49.54033660888672,-49.58229064941406,0.0,0.0,0.0,0.0,0.0
173,light,1,105.64501190185547,24.041244506835938,255.0,62.0,144.0,503.0707702636719,178.54339599609375,71.99506378173828,149.52186584472656,0.0,0.010283801020408163,46.0,402.0,0.008011798469387755,18.826866149902344,313.09765625,71.71240997314453,119.82598876953125,121.76666259765625,122.0,0.22178174555301666,-48.11357879638672,-50.05424880981445,-50.12757110595703,0.0,0.0,0.0,0.0,0.0
174,light,1,102.81072998046875,17.526046752929688,248.0,68.0,132.0,261.07598876953125,144.44215393066406,75.49333190917969,132.69081115722656,0.0,0.0015943877551020409,26.0,21.0,0.0004185267857142857,17.20606803894043,230.69334411621094,67.63247680664062,117.50113677978516,119.51494598388672,107.25,0.21738648414611816,-49.8686637878418,-51.88247299194336,-51.95792770385742,0.0,0.0,0.0,0.0,0.0
175,light,1,101.25952911376953,14.485751152038574,249.0,72.0,125.0,169.01515197753906,128.97828674316406,78.16212463378906,123.69305419921875,0.0,0.000896843112244898,17.0,9.0,0.0001793686224489796,16.868213653564453,215.6616973876953,65.72985076904297,116.08081817626953,118.13099670410156,99.0,0.21557195484638214,-50.3509635925293,-52.40114974975586,-52.486507415771484,0.0,0.0,0.0,0.0,0.0
176,light,1,103.30550384521484,15.713528633117676,254.0,73.0,128.0,199.90040588378906,135.79849243164062,78.1697006225586,127.8262939453125,0.0,0.0012356505102040817,21.0,16.0,0.00031887755102040814,17.63386344909668,231.78744506835938,67.8409423828125,118.09817504882812,120.19419860839844,104.0,0.21758688986301422,-50.257232666015625,-52.35325622558594,-52.445709228515625,0.0,0.0,0.0,0.0,0.0
