filename,folder,label,brightness_mean,brightness_std,brightness_max,brightness_min,brightness_p95,block_mean_var,block_mean_max,block_mean_min,block_top3_mean,bright_block_count,bright_pixel_ratio,connected_component_count,largest_component_area,largest_component_ratio,sobel_mean,laplacian_var,rgb_r_mean,rgb_g_mean,rgb_b_mean
101,light,1,119.96731567382812,32.49761199951172,250.0,53.0,174.0,942.2440795898438,185.7654266357422,64.6942138671875,173.0105438232422,0.0,0.018993144132653062,88.0,518.0,0.010323660714285714,31.599685668945312,450.9778747558594,92.9062271118164,130.92686462402344,134.5654754638672
102,light,1,97.1776123046875,34.903236389160156,251.0,36.0,162.0,1018.7633056640625,162.90122985839844,48.51210021972656,154.84674072265625,0.0,0.014528858418367346,112.0,395.0,0.007872289540816327,36.079254150390625,837.48486328125,79.42647552490234,104.06761932373047,108.45487976074219
103,light,1,105.77864074707031,26.280162811279297,254.0,55.0,150.0,607.0646362304688,156.8848419189453,62.654815673828125,148.57154846191406,0.0,0.002072704081632653,49.0,8.0,0.00015943877551020407,30.256881713867188,382.52655029296875,79.10022735595703,116.5011978149414,120.6544189453125
104,light,1,107.84642028808594,27.402921676635742,251.0,55.0,153.0,664.6908569335938,161.88687133789062,62.12493896484375,151.35482788085938,0.0,0.0030891262755102043,63.0,12.0,0.00023915816326530612,30.278806686401367,390.6920471191406,81.49575805664062,118.48975372314453,122.30159759521484
105,light,1,111.32659149169922,31.69092559814453,253.0,52.0,164.0,889.9857177734375,178.41616821289062,59.760986328125,163.21630859375,0.0,0.011399872448979591,105.0,230.0,0.004583864795918368,34.28333282470703,519.1836547851562,86.12226867675781,121.42701721191406,125.51725769042969
106,light,1,107.07403564453125,29.910573959350586,254.0,48.0,161.0,758.88330078125,173.16197204589844,59.81663131713867,159.2098846435547,0.0,0.015385841836734694,119.0,360.0,0.007174744897959184,31.99117660522461,577.6597900390625,79.65166473388672,118.27069091796875,121.44752502441406
107,light,1,94.80194091796875,28.032285690307617,249.0,46.0,142.0,625.8933715820312,164.3787841796875,55.17086410522461,144.05455017089844,0.0,0.014389349489795918,95.0,457.0,0.009107940051020409,30.413551330566406,693.5414428710938,67.06062316894531,106.2587890625,108.52474975585938
108,light,1,97.1377182006836,26.88044548034668,250.0,48.0,143.0,580.1446533203125,165.7631378173828,58.39191818237305,144.32911682128906,0.0,0.012057557397959183,90.0,260.0,0.005181760204081632,31.8504638671875,648.3617553710938,68.55781555175781,108.94696807861328,111.33372497558594
109,light,1,89.69517517089844,25.368453979492188,250.0,47.0,133.0,477.79132080078125,158.91262817382812,58.03232192993164,133.85874938964844,0.0,0.010184151785714286,84.0,142.0,0.0028300382653061226,32.90812683105469,744.3364868164062,62.758670806884766,100.77977752685547,103.23160552978516
110,light,1,93.73939514160156,25.053775787353516,251.0,51.0,135.0,487.9964904785156,161.56161499023438,61.108585357666016,138.58282470703125,0.0,0.009287308673469387,83.0,125.0,0.0024912308673469387,32.019081115722656,664.00927734375,65.453125,105.40660858154297,107.7811508178711
111,light,1,93.93213653564453,31.355709075927734,251.0,37.0,149.0,811.3984375,175.62716674804688,52.610538482666016,145.88905334472656,0.0,0.014050542091836735,88.0,492.0,0.00980548469387755,31.38829231262207,792.3521118164062,76.78677368164062,100.64192199707031,104.50352478027344
112,light,1,103.3202133178711,24.427717208862305,252.0,46.0,140.0,478.7285461425781,160.0755615234375,59.59659194946289,143.44032287597656,0.0,0.007892219387755101,67.0,156.0,0.0031090561224489796,26.48642349243164,451.1163635253906,71.41802978515625,116.56700134277344,118.81481170654297
113,light,1,108.33627319335938,21.910001754760742,246.0,60.0,141.0,402.1014709472656,151.08030700683594,71.27111053466797,141.38011169433594,0.0,0.0029894770408163264,52.0,17.0,0.00033880739795918367,27.359603881835938,364.84716796875,79.8730239868164,120.0089111328125,122.97967529296875
114,light,1,95.4638900756836,28.354774475097656,250.0,47.0,148.0,651.6156005859375,171.3954620361328,58.86172866821289,147.28517150878906,0.0,0.014269770408163265,87.0,433.0,0.008629623724489796,35.13734436035156,718.7083740234375,71.81182098388672,105.01006317138672,108.5059814453125
115,light,1,98.2540054321289,29.43441390991211,254.0,44.0,152.0,710.8615112304688,168.75506591796875,57.00361633300781,152.72593688964844,0.0,0.01650191326530612,96.0,527.0,0.010503029336734694,32.09230422973633,647.2860107421875,72.90290069580078,108.61890411376953,111.66918182373047
116,light,1,83.88456726074219,36.62324905395508,254.0,32.0,170.0,983.1011962890625,166.23333740234375,47.1402473449707,150.00843811035156,0.0,0.026347257653061226,164.0,893.0,0.01779735331632653,36.568119049072266,1294.44970703125,64.60738372802734,91.56371307373047,95.12137603759766
117,light,1,119.0692367553711,25.717336654663086,248.0,58.0,163.0,563.9512329101562,178.3871612548828,75.86105346679688,163.8954620361328,0.0,0.012954400510204082,82.0,341.0,0.006796077806122449,28.56487464904785,406.8353271484375,91.1533203125,130.4449005126953,133.80722045898438
118,light,1,118.29065704345703,27.521909713745117,249.0,55.0,166.0,654.2566528320312,177.0582733154297,70.12809753417969,164.63917541503906,0.0,0.013970822704081632,100.0,315.0,0.006277901785714286,29.029531478881836,435.3318786621094,93.55682373046875,128.3430938720703,131.6680450439453
119,light,1,117.94393920898438,27.64504051208496,242.0,56.0,168.0,657.9188842773438,177.81826782226562,70.3125,165.16476440429688,0.0,0.014170121173469387,100.0,261.0,0.0052016900510204085,29.329086303710938,420.187744140625,93.04135131835938,128.0562286376953,131.42628479003906
120,light,1,91.9109115600586,28.302906036376953,254.0,51.0,145.0,623.29052734375,166.6191864013672,60.404937744140625,144.66888427734375,0.0,0.016800860969387755,94.0,559.0,0.01114078443877551,33.16977310180664,811.9544067382812,68.01335144042969,101.5342025756836,105.18402862548828
121,light,1,91.17255401611328,24.659996032714844,250.0,53.0,137.0,478.57159423828125,158.5126190185547,61.62864303588867,137.09666442871094,0.0,0.007732780612244898,96.0,49.0,0.0009765625,30.437686920166016,692.4057006835938,66.20577239990234,101.3124008178711,104.71946716308594
122,light,1,103.01861572265625,26.887130737304688,255.0,60.0,161.0,606.1713256835938,167.48741149902344,71.3285140991211,154.40692138671875,0.0,0.006596779336734694,122.0,37.0,0.0007374043367346938,20.93378257751465,618.0211181640625,75.94196319580078,114.51299285888672,114.63504791259766
123,light,1,93.71791076660156,26.56402587890625,255.0,53.0,148.0,526.9677124023438,160.35951232910156,64.58109283447266,144.2750701904297,0.0,0.010363520408163265,94.0,143.0,0.002849968112244898,23.029970169067383,890.8939819335938,63.664520263671875,106.77330017089844,105.02008819580078
124,light,1,96.19280242919922,24.3625545501709,255.0,49.0,139.0,457.8984069824219,155.69444274902344,68.26667022705078,140.90814208984375,0.0,0.009107940051020409,83.0,103.0,0.0020527742346938774,20.997446060180664,646.0735473632812,64.14527130126953,110.09976959228516,108.53997802734375
125,light,1,94.7253646850586,26.018203735351562,253.0,55.0,153.0,516.1310424804688,162.21263122558594,70.5595932006836,146.8848419189453,0.0,0.009426817602040817,111.0,129.0,0.002570950255102041,23.162988662719727,989.4498291015625,63.682376861572266,108.1925048828125,106.58226776123047
126,light,1,91.2158203125,30.756404876708984,255.0,51.0,161.0,734.9110107421875,172.67950439453125,59.91313171386719,150.6595916748047,0.0,0.015126753826530613,131.0,261.0,0.0052016900510204085,26.58544158935547,1167.5396728515625,64.23899841308594,102.82080841064453,102.13961029052734
127,light,1,91.02883911132812,27.775033950805664,254.0,45.0,147.0,592.389892578125,158.6345672607422,62.1363639831543,140.6347198486328,0.0,0.00843032525510204,120.0,71.0,0.0014150191326530613,24.097238540649414,928.3455200195312,64.2414321899414,102.48409271240234,102.22808074951172
128,light,1,108.81269836425781,23.289358139038086,247.0,64.0,140.0,430.5350646972656,163.59866333007812,78.90858459472656,149.4044952392578,0.0,0.012775031887755101,59.0,491.0,0.009785554846938776,19.45891761779785,437.0370788574219,83.33324432373047,119.03302001953125,123.2089614868164
129,light,1,110.52961730957031,19.683135986328125,247.0,68.0,138.0,328.8006591796875,150.14024353027344,78.37222290039062,139.0902099609375,0.0,0.002311862244897959,43.0,24.0,0.00047831632653061223,16.921493530273438,257.6751708984375,85.47740173339844,120.6864013671875,124.25625610351562
130,light,1,115.39815521240234,25.23579216003418,247.0,65.0,154.0,512.5462036132812,177.62025451660156,78.35691833496094,157.42237854003906,0.0,0.015864158163265307,74.0,497.0,0.009905133928571428,20.58987808227539,409.8094177246094,91.38235473632812,125.0468521118164,129.03465270996094
131,light,1,113.8436279296875,23.02290916442871,248.0,66.0,147.0,428.0746154785156,166.90765380859375,78.17613983154297,150.01547241210938,0.0,0.00940688775510204,72.0,312.0,0.006218112244897959,19.62891387939453,343.7777404785156,89.43580627441406,123.6512680053711,127.64989471435547
132,light,1,110.9941177368164,20.96240997314453,245.0,65.0,142.0,360.9106140136719,157.282470703125,77.02066040039062,143.22914123535156,0.0,0.00448421556122449,52.0,49.0,0.0009765625,18.642593383789062,320.15386962890625,86.51102447509766,120.88016510009766,124.60686492919922
133,light,1,107.5897216796875,17.14203643798828,242.0,63.0,136.0,246.62229919433594,138.0074005126953,76.9419174194336,134.15045166015625,0.0,0.0011559311224489796,23.0,11.0,0.0002192283163265306,15.460222244262695,214.62615966796875,82.1824951171875,118.01586151123047,120.6991195678711
134,light,1,102.55572509765625,22.14687728881836,255.0,55.0,135.0,375.8505859375,155.7545623779297,70.0423583984375,138.25975036621094,0.0,0.00763313137755102,50.0,269.0,0.005361128826530612,18.16067123413086,371.14105224609375,77.20098876953125,112.87727355957031,116.2138442993164
135,light,1,107.14830017089844,23.648317337036133,255.0,58.0,142.0,426.9997253417969,163.934326171875,72.86053466796875,145.73036193847656,0.0,0.01175860969387755,58.0,431.0,0.008589764030612245,18.725427627563477,419.22308349609375,81.27477264404297,117.68731689453125,120.9277114868164
136,light,1,105.14492797851562,21.80815887451172,250.0,57.0,138.0,366.48828125,152.69679260253906,71.23915100097656,139.03770446777344,0.0,0.007035235969387755,62.0,166.0,0.003308354591836735,18.544452667236328,416.999755859375,78.65826416015625,115.90983581542969,119.30420684814453
137,light,1,103.91609191894531,21.99789047241211,252.0,55.0,138.0,373.2193603515625,152.95506286621094,70.86414337158203,139.0223846435547,0.0,0.006158322704081632,67.0,87.0,0.0017338966836734694,20.03829574584961,495.97412109375,78.11690521240234,114.4608383178711,117.57579040527344
138,light,1,102.83238983154297,21.610092163085938,250.0,56.0,137.0,361.2052307128906,150.19851684570312,70.73131561279297,137.16346740722656,0.0,0.005301339285714286,71.0,97.0,0.0019331951530612245,20.624805450439453,540.9500732421875,77.60205841064453,113.11742401123047,116.34839630126953
139,light,1,108.52760314941406,24.29877471923828,239.0,63.0,150.0,471.8587646484375,162.51869201660156,74.25505065917969,151.58253479003906,0.0,0.009008290816326531,114.0,87.0,0.0017338966836734694,20.451187133789062,464.04791259765625,85.67018127441406,117.72098541259766,121.23814392089844
140,light,1,108.05835723876953,23.77239990234375,225.0,63.0,149.0,484.1788330078125,169.68080139160156,74.89826965332031,151.6410675048828,0.0,0.00390625,83.0,29.0,0.0005779655612244898,18.16206169128418,289.87933349609375,84.96549987792969,117.3338623046875,121.03987884521484
141,light,1,105.19212341308594,20.000017166137695,238.0,63.0,135.0,323.4706115722656,151.97879028320312,76.04839324951172,139.13014221191406,0.0,0.0016741071428571428,42.0,7.0,0.00013950892857142856,16.936559677124023,262.4460144042969,81.33802795410156,114.84295654296875,118.33063507080078
142,light,1,125.373046875,36.922481536865234,243.0,63.0,184.0,1152.399169921875,187.5609893798828,76.174072265625,177.4610595703125,0.0,0.023776307397959183,99.0,1009.0,0.02010921556122449,23.267189025878906,458.6829833984375,106.86383819580078,132.6822052001953,136.40867614746094
143,light,1,105.36377716064453,19.75676918029785,229.0,64.0,133.0,284.50628662109375,153.38067626953125,77.85454559326172,136.59608459472656,0.0,0.0057597257653061226,65.0,153.0,0.003049266581632653,18.684419631958008,386.4595947265625,80.85335540771484,115.38217163085938,118.25316619873047
144,light,1,111.49652862548828,23.861095428466797,242.0,69.0,162.0,440.2545166015625,170.47703552246094,82.22675323486328,156.76954650878906,0.0,0.017139668367346938,88.0,687.0,0.013691804846938776,20.976694107055664,527.69091796875,86.64239501953125,121.6982192993164,124.2353515625
145,light,1,110.5401382446289,21.333478927612305,234.0,69.0,150.0,341.4707946777344,159.55506896972656,84.11002349853516,149.6237030029297,0.0,0.011080994897959183,72.0,334.0,0.00665656887755102,19.151023864746094,404.06024169921875,85.34257507324219,120.88153839111328,123.45755004882812
146,light,1,109.74164581298828,19.129167556762695,239.0,66.0,141.0,253.60597229003906,150.05926513671875,83.71746063232422,141.8153076171875,0.0,0.005899234693877551,64.0,107.0,0.0021324936224489796,16.503244400024414,279.6915283203125,84.26945495605469,120.26219940185547,122.54924774169922
147,light,1,110.7607192993164,20.72739028930664,234.0,69.0,146.0,291.31854248046875,155.73876953125,83.70919799804688,147.09580993652344,0.0,0.012794961734693877,68.0,500.0,0.009964923469387755,16.370040893554688,303.02044677734375,85.19882202148438,121.30327606201172,123.61451721191406
148,light,1,99.61058807373047,10.777284622192383,240.0,66.0,114.0,69.70848846435547,111.8535385131836,78.16262817382812,110.07831573486328,0.0,0.0004384566326530612,13.0,4.0,7.971938775510203e-05,14.888233184814453,218.6360626220703,73.76568603515625,110.46845245361328,111.7685317993164
149,light,1,105.50366973876953,20.512714385986328,252.0,67.0,132.0,255.79275512695312,147.85252380371094,78.84596252441406,138.15008544921875,0.0,0.012476084183673469,74.0,390.0,0.007772640306122449,20.84881591796875,458.3432312011719,78.62101745605469,116.52154541015625,119.32573699951172
150,light,1,104.62844848632812,22.02061653137207,248.0,64.0,132.0,313.9771728515625,163.5692138671875,77.1697006225586,141.14041137695312,0.0,0.01692044005102041,46.0,689.0,0.013731664540816327,20.756786346435547,441.4268493652344,77.7303466796875,115.66577911376953,118.365234375
151,light,1,106.22151947021484,14.682172775268555,236.0,72.0,126.0,150.69735717773438,139.1160430908203,85.16063690185547,127.68807220458984,0.0,0.0010363520408163266,27.0,9.0,0.0001793686224489796,17.753982543945312,297.8282165527344,80.78565216064453,116.69766235351562,119.07369995117188
152,light,1,105.91661071777344,13.751976013183594,236.0,73.0,124.0,133.57455444335938,134.97036743164062,85.68801879882812,125.87621307373047,0.0,0.0005381058673469387,19.0,4.0,7.971938775510203e-05,16.81635856628418,263.3642883300781,80.62171173095703,116.39276123046875,118.47434997558594
153,light,1,109.19867706298828,15.975218772888184,225.0,76.0,133.0,192.03604125976562,145.23011779785156,86.38030242919922,134.52891540527344,0.0,0.0013153698979591836,29.0,12.0,0.00023915816326530612,16.92176628112793,245.98529052734375,84.6737060546875,119.38972473144531,121.23493194580078
154,light,1,110.23690795898438,19.43553924560547,238.0,71.0,146.0,304.4325256347656,158.80197143554688,83.02427673339844,145.08444213867188,0.0,0.0013352997448979591,41.0,6.0,0.00011957908163265306,17.459732055664062,256.2430114746094,86.70156860351562,120.02347564697266,121.77447509765625
155,light,1,111.05645751953125,19.16404914855957,236.0,71.0,146.0,299.0003967285156,158.79110717773438,83.36053466796875,144.49481201171875,0.0,0.001016422193877551,25.0,8.0,0.00015943877551020407,17.22100257873535,237.46563720703125,88.07896423339844,120.61786651611328,122.22911071777344
156,light,1,109.7178726196289,15.879778861999512,248.0,70.0,136.0,205.40882873535156,145.24000549316406,85.28636169433594,135.15704345703125,0.0,5.978954081632653e-05,1.0,3.0,5.978954081632653e-05,15.671043395996094,169.1729278564453,86.45449829101562,119.42398834228516,120.87872314453125
157,light,1,112.04270935058594,26.57408905029297,252.0,66.0,154.0,605.6158447265625,195.46009826660156,77.51414489746094,162.47047424316406,0.0,0.02166374362244898,63.0,910.0,0.018136160714285716,22.39150619506836,464.0086364746094,82.16266632080078,124.18099975585938,127.89417266845703
158,light,1,113.5302734375,29.376245498657227,253.0,63.0,168.0,771.4169311523438,211.09646606445312,75.73737335205078,171.42724609375,1.0,0.029456313775510203,79.0,1272.0,0.025350765306122448,23.191699981689453,479.3575744628906,84.13851165771484,125.4728775024414,129.09210205078125
159,light,1,105.57946014404297,17.54323959350586,253.0,75.0,125.0,221.20115661621094,158.53977966308594,85.64740753173828,133.55670166015625,0.0,0.007932079081632654,39.0,298.0,0.005939094387755102,17.608732223510742,337.59765625,67.91703033447266,121.41510009765625,122.93331146240234
160,light,1,106.43791961669922,26.208221435546875,255.0,70.0,141.0,581.85498046875,202.27777099609375,80.17373657226562,155.4351806640625,1.0,0.02361686862244898,62.0,1022.0,0.020368303571428572,20.717693328857422,517.507080078125,71.24730682373047,121.17542266845703,122.98773956298828
161,light,1,105.38721466064453,17.680570602416992,254.0,66.0,131.0,250.9277801513672,155.4075469970703,79.97676849365234,135.3296356201172,0.0,0.00390625,50.0,94.0,0.0018734056122448979,18.305343627929688,317.6630554199219,69.14253997802734,120.54926300048828,122.52666473388672
162,light,1,102.98323822021484,16.0242919921875,252.0,67.0,126.0,201.32940673828125,145.59658813476562,78.10909271240234,129.17327880859375,0.0,0.002570950255102041,38.0,36.0,0.0007174744897959184,17.522310256958008,277.7978210449219,66.81867980957031,118.10034942626953,120.1719741821289
163,light,1,105.4823226928711,27.182605743408203,255.0,55.0,145.0,624.5313720703125,179.0044403076172,62.28202438354492,153.6260223388672,0.0,0.014150191326530613,54.0,536.0,0.010682397959183673,21.108278274536133,366.8526306152344,73.32653045654297,118.80253601074219,121.32969665527344
164,light,1,106.98676300048828,26.32971954345703,255.0,56.0,147.0,589.2578735351562,175.3520965576172,63.84917449951172,153.64739990234375,0.0,0.012017697704081632,51.0,501.0,0.009984853316326531,20.799301147460938,355.9180603027344,74.14445495605469,120.59733581542969,123.13099670410156
165,light,1,105.31745910644531,24.950321197509766,255.0,55.0,144.0,530.4943237304688,167.673583984375,63.14049530029297,149.1042022705078,0.0,0.008689413265306123,55.0,268.0,0.005341198979591837,20.009653091430664,342.82373046875,72.1561508178711,119.04962158203125,121.67669677734375
166,light,1,106.46209716796875,24.258211135864258,255.0,55.0,144.0,502.63671875,165.8977813720703,64.06095123291016,148.33546447753906,0.0,0.007653061224489796,55.0,255.0,0.005082110969387755,19.59334373474121,355.6316833496094,72.82722473144531,120.42649841308594,122.88201904296875
167,light,1,106.27593231201172,24.020360946655273,255.0,56.0,141.0,486.21484375,172.22171020507812,64.81262969970703,147.52146911621094,0.0,0.010283801020408163,55.0,409.0,0.008151307397959183,20.10527229309082,400.0287780761719,73.02613067626953,120.05928802490234,122.71520233154297
168,light,1,104.77718353271484,24.921772003173828,254.0,54.0,140.0,514.9766845703125,177.6752471923828,64.198486328125,149.05201721191406,0.0,0.012575733418367346,42.0,540.0,0.010762117346938776,20.44309425354004,423.303466796875,72.46034240722656,118.11820220947266,121.04065704345703
169,light,1,104.69766235351562,26.917360305786133,255.0,55.0,144.0,602.7302856445312,189.40353393554688,64.7565689086914,155.18373107910156,0.0,0.019411670918367346,41.0,875.0,0.017438616071428572,20.493728637695312,442.54962158203125,72.54263305664062,117.95751190185547,120.97544860839844
170,light,1,103.6982421875,25.929546356201172,255.0,55.0,140.0,547.4684448242188,180.41969299316406,64.20504760742188,151.62989807128906,0.0,0.016940369897959183,53.0,737.0,0.01468829719387755,20.538602828979492,503.7442932128906,71.24854278564453,117.09423065185547,120.0242919921875
171,light,1,103.97128295898438,26.616409301757812,253.0,54.0,142.0,567.578369140625,180.0272674560547,64.32323455810547,152.84593200683594,0.0,0.019292091836734693,67.0,805.0,0.016043526785714284,21.009397506713867,559.4510498046875,71.50041961669922,117.38685607910156,120.18387603759766
172,light,1,105.12786865234375,26.096988677978516,255.0,61.0,145.0,597.9182739257812,189.02685546875,70.17728424072266,153.531005859375,0.0,0.015465561224489796,34.0,716.0,0.014269770408163265,19.10272979736328,338.80316162109375,71.69369506835938,119.0613021850586,121.23403930664062
173,light,1,105.64501190185547,24.041244506835938,255.0,62.0,144.0,503.0707702636719,178.54339599609375,71.99506378173828,149.52186584472656,0.0,0.010283801020408163,46.0,402.0,0.008011798469387755,18.826866149902344,313.09765625,71.71240997314453,119.82598876953125,121.76666259765625
174,light,1,102.81072998046875,17.526046752929688,248.0,68.0,132.0,261.07598876953125,144.44215393066406,75.49333190917969,132.69081115722656,0.0,0.0015943877551020409,26.0,21.0,0.0004185267857142857,17.20606803894043,230.69334411621094,67.63247680664062,117.50113677978516,119.51494598388672
175,light,1,101.25952911376953,14.485751152038574,249.0,72.0,125.0,169.01515197753906,128.97828674316406,78.16212463378906,123.69305419921875,0.0,0.000896843112244898,17.0,9.0,0.0001793686224489796,16.868213653564453,215.6616973876953,65.72985076904297,116.08081817626953,118.13099670410156
176,light,1,103.30550384521484,15.713528633117676,254.0,73.0,128.0,199.90040588378906,135.79849243164062,78.1697006225586,127.8262939453125,0.0,0.0012356505102040817,21.0,16.0,0.00031887755102040814,17.63386344909668,231.78744506835938,67.8409423828125,118.09817504882812,120.19419860839844
177,light,1,106.91948699951172,22.622373580932617,255.0,56.0,141.0,430.30584716796875,169.07801818847656,69.88636016845703,144.87554931640625,0.0,0.007653061224489796,49.0,231.0,0.004603794642857143,20.6648006439209,320.409912109375,73.62643432617188,120.73491668701172,123.27027130126953
178,light,1,106.7615966796875,23.614309310913086,255.0,58.0,142.0,462.619384765625,177.8088836669922,74.15599060058594,147.9163818359375,0.0,0.011379942602040817,55.0,455.0,0.009068080357142858,20.512224197387695,333.6554260253906,73.39820098876953,120.61890411376953,123.14727783203125
179,light,1,104.8133773803711,27.5810604095459,255.0,62.0,149.0,647.0465698242188,197.60740661621094,74.81869506835938,156.7491455078125,0.0,0.021145567602040817,54.0,946.0,0.018853635204081634,21.09288215637207,376.6911926269531,72.73873901367188,118.09231567382812,120.8184814453125
180,light,1,103.21643829345703,23.354379653930664,255.0,63.0,144.0,445.15399169921875,173.9061737060547,76.76187896728516,146.43389892578125,0.0,0.010463169642857142,77.0,314.0,0.00625797193877551,21.185251235961914,398.2484130859375,70.10951232910156,116.9382553100586,119.6649169921875
181,light,1,108.28047180175781,22.023283004760742,253.0,63.0,147.0,397.4656677246094,163.61875915527344,78.69214630126953,147.17218017578125,0.0,0.005420918367346939,61.0,137.0,0.002730389030612245,19.662643432617188,316.7537841796875,75.0927505493164,122.05143737792969,124.59452819824219
182,light,1,103.58340454101562,23.27811050415039,255.0,58.0,141.0,439.35113525390625,167.09925842285156,73.07747650146484,145.0478973388672,0.0,0.008769132653061224,42.0,355.0,0.007075095663265306,18.93947982788086,299.59326171875,72.05602264404297,116.61399841308594,119.43218231201172
183,light,1,108.67050170898438,25.42491340637207,251.0,60.0,157.0,555.142333984375,181.8883819580078,77.19091033935547,158.89808654785156,0.0,0.013572225765306123,56.0,474.0,0.009446747448979591,21.981225967407227,361.0448913574219,81.91217041015625,119.49495697021484,123.29730987548828
184,light,1,112.5802001953125,21.272689819335938,249.0,60.0,153.0,381.65118408203125,163.0938262939453,84.06663513183594,152.4816436767578,0.0,0.004643654336734694,68.0,54.0,0.0010762117346938774,21.28371810913086,320.48663330078125,85.1318130493164,123.70559692382812,127.38623809814453
185,light,1,113.14183807373047,23.606496810913086,241.0,57.0,158.0,487.115478515625,178.83851623535156,81.37809753417969,158.0255126953125,0.0,0.008011798469387755,68.0,236.0,0.00470344387755102,21.123085021972656,295.2322082519531,87.13404846191406,123.6934585571289,127.16575622558594
186,light,1,104.4286880493164,26.4570255279541,255.0,61.0,143.0,592.0780639648438,179.89283752441406,71.84246063232422,151.26947021484375,0.0,0.013532366071428572,46.0,597.0,0.01189811862244898,18.326705932617188,286.60186767578125,75.4942398071289,116.26893615722656,119.42386627197266
187,light,1,104.36341857910156,26.743396759033203,255.0,59.0,142.0,595.273193359375,177.35260009765625,70.09658813476562,151.12461853027344,0.0,0.013651945153061224,41.0,584.0,0.011639030612244899,18.60211753845215,308.6386413574219,74.9890365600586,116.4227294921875,119.35582733154297
188,light,1,106.36956024169922,28.032129287719727,255.0,57.0,144.0,651.4609985351562,185.2217254638672,68.81198120117188,156.4747314453125,0.0,0.018176020408163265,38.0,811.0,0.016163105867346938,18.90181541442871,331.8700866699219,76.62633514404297,118.56784057617188,121.5780258178711
189,light,1,105.7471923828125,28.534961700439453,255.0,56.0,143.0,646.7535400390625,180.456298828125,67.1513442993164,157.57350158691406,0.0,0.02108577806122449,43.0,932.0,0.018574617346938774,19.304128646850586,361.8219909667969,76.31082916259766,117.81732177734375,120.79765319824219
190,light,1,107.44549560546875,29.44579315185547,255.0,57.0,152.0,724.9566650390625,201.39703369140625,69.73450469970703,163.3157196044922,1.0,0.029296875,47.0,1363.0,0.02716438137755102,18.624372482299805,360.54443359375,75.0008544921875,120.88534545898438,123.25703430175781
191,light,1,108.06867980957031,29.153488159179688,255.0,59.0,159.0,707.6995239257812,202.03753662109375,73.93181610107422,164.4307861328125,1.0,0.031349649234693876,45.0,1465.0,0.02919722576530612,18.513914108276367,365.6678161621094,74.96250915527344,121.84510803222656,123.90876007080078
192,light,1,100.75553894042969,10.72806453704834,206.0,63.0,115.0,93.05087280273438,113.66413879394531,79.25757598876953,113.42911529541016,0.0,1.992984693877551e-05,1.0,1.0,1.992984693877551e-05,9.257808685302734,63.57728958129883,65.37049865722656,116.03356170654297,114.89698028564453
193,light,1,104.49340057373047,18.4549560546875,255.0,64.0,127.0,260.47119140625,154.5103302001953,78.73585510253906,133.35450744628906,0.0,0.004902742346938775,55.0,90.0,0.001793686224489796,16.363672256469727,293.9462585449219,68.47108459472656,119.6455307006836,121.24571228027344
194,light,1,103.57646942138672,21.55331802368164,255.0,63.0,128.0,363.7624206542969,171.39566040039062,76.04495239257812,140.24627685546875,0.0,0.01136001275510204,41.0,493.0,0.009825414540816327,16.791563034057617,305.9883117675781,69.14652252197266,118.01519012451172,119.85716247558594
195,light,1,113.0214614868164,28.52165985107422,254.0,63.0,165.0,717.4163208007812,200.60345458984375,77.35330200195312,167.25482177734375,1.0,0.022739955357142856,66.0,951.0,0.01895328443877551,20.790775299072266,424.67681884765625,86.55219268798828,123.75133514404297,127.3963851928711
196,light,1,114.89198303222656,25.583721160888672,248.0,70.0,164.0,545.1111450195312,181.3851776123047,82.0955581665039,161.17152404785156,0.0,0.017159598214285716,86.0,692.0,0.013791454081632654,20.997455596923828,343.26092529296875,88.91192626953125,125.32734680175781,129.5001983642578
197,light,1,110.89391326904297,21.943586349487305,227.0,70.0,150.0,404.03851318359375,167.065673828125,81.11880493164062,149.49267578125,0.0,0.0049824617346938774,55.0,60.0,0.0011957908163265306,19.44634437561035,259.0532531738281,85.05949401855469,121.36262512207031,125.03060913085938
198,light,1,117.24015808105469,15.292160987854004,252.0,0.0,139.0,146.07077026367188,145.2493896484375,92.15702819824219,139.2023162841797,0.0,0.0029496173469387753,53.0,30.0,0.0005978954081632653,13.560588836669922,359.8873596191406,112.41244506835938,122.8644790649414,101.0948486328125
199,light,1,106.51851654052734,20.480558395385742,252.0,45.0,149.0,282.8972473144531,151.02369689941406,81.3620834350586,141.30332946777344,0.0,0.004942602040816327,72.0,55.0,0.001096141581632653,17.13368034362793,574.42578125,101.12394714355469,112.12483978271484,91.96035766601562
200,light,1,108.58488464355469,19.536378860473633,227.0,49.0,151.0,299.192626953125,155.1045379638672,82.74141693115234,144.7942657470703,0.0,0.001634247448979592,44.0,10.0,0.0001992984693877551,18.93040657043457,635.6167602539062,103.2442398071289,114.28782653808594,93.30410766601562
201,light,1,111.56106567382812,19.164745330810547,250.0,51.0,150.0,271.76458740234375,157.26211547851562,87.83358001708984,144.97523498535156,0.0,0.004444355867346939,72.0,32.0,0.0006377551020408163,17.928802490234375,584.9722290039062,107.38163757324219,116.83125305175781,95.48511505126953
